InputID,TargetID,Distance
BC UNBURN R01,BC UNBURN S01 ,2257.69771148906
BC UNBURN R01,BC UNBURN S02 ,2192.51450111389
BC UNBURN R01,BO BURN G01 ,145041.5952625
BC UNBURN R01,BO BURN G02 ,145415.004458328
BC UNBURN R01,BO BURN O01 ,146880.079844286
BC UNBURN R01,BO BURN O02 ,146853.632449347
BC UNBURN R01,BO BURN O03 ,146872.614601047
BC UNBURN R01,BO BURN S01 ,146061.030569492
BC UNBURN R01,BO BURN S02 ,146152.724353443
BC UNBURN R01,BO BURN S03 ,146190.288409701
BC UNBURN R01,BO UNBURN G01 ,145019.791929563
BC UNBURN R01,BO UNBURN G02 ,145376.127201431
BC UNBURN R01,BO UNBURN O01 ,146244.853046304
BC UNBURN R01,BO UNBURN O02 ,146723.542513484
BC UNBURN R01,BO UNBURN S01 ,146673.346669046
BC UNBURN R01,BO UNBURN S02 ,146586.13666103
BC UNBURN R01,BO UNBURN S03 ,146561.204240263
BC UNBURN R01,HT BURN C01 ,35290.3477347742
BC UNBURN R01,HT BURN C02,35484.8631016109
BC UNBURN R01,HT BURN C03 ,35207.382188836
BC UNBURN R01,HT BURN G01 ,35661.2000242222
BC UNBURN R01,HT BURN G02 ,35687.4721136045
BC UNBURN R01,HT BURN G04 ,35386.1860505385
BC UNBURN R01,HT BURN O01 ,35853.9011650318
BC UNBURN R01,HT BURN O02 ,35987.21445912
BC UNBURN R01,HT BURN O03 ,35717.707968764
BC UNBURN R01,HT UNBURN C01 ,34649.3035543692
BC UNBURN R01,HT UNBURN C02,34756.7730793119
BC UNBURN R01,HT UNBURN G01 ,34511.6361019743
BC UNBURN R01,HT UNBURN G02 ,34427.7052372407
BC UNBURN R01,HT UNBURN O01 ,34266.8667942323
BC UNBURN R01,HT UNBURN O02,34437.3625097385
BC UNBURN R01,ML BURN G01 ,318207.605794097
BC UNBURN R01,ML BURN G02 ,318174.118651224
BC UNBURN R01,ML BURN O01 ,318124.665521452
BC UNBURN R01,ML BURN O02 ,317918.594359502
BC UNBURN R01,ML BURN O04 ,314238.322394952
BC UNBURN R01,ML BURN S01 ,317285.180451779
BC UNBURN R01,ML BURN S02 ,317212.824792043
BC UNBURN R01,ML UNBURN G04 ,318804.771652871
BC UNBURN R01,ML UNBURN G05 ,318887.858460471
BC UNBURN R01,ML UNBURN O04 ,318938.206877104
BC UNBURN R01,ML UNBURN O05 ,318888.592544641
BC UNBURN R01,ML UNBURN S01 ,317204.983333371
BC UNBURN R01,ML UNBURN S02 ,317157.591751788
BC UNBURN R01,QR BURN C01,271022.42900352
BC UNBURN R01,QR BURN C02 ,271669.018901461
BC UNBURN R01,QR BURN G01,270849.534302801
BC UNBURN R01,QR BURN G02 ,271426.322186148
BC UNBURN R01,QR BURN G03 ,272650.440659747
BC UNBURN R01,QR BURN G05,275281.863141939
BC UNBURN R01,QR BURN O01,271059.424390661
BC UNBURN R01,QR BURN O02 ,271705.827816706
BC UNBURN R01,QR BURN O03 ,272694.434560893
BC UNBURN R01,QR BURN O05,275337.169511446
BC UNBURN R02   ,AN BURN F01 ,137318.161379969
BC UNBURN R02   ,AN BURN F02 ,137361.417798137
BC UNBURN R02   ,AN BURN G04 ,138981.751619516
BC UNBURN R02   ,AN BURN G05 ,139276.567492891
BC UNBURN R02   ,AN BURN S01 ,139132.853777551
BC UNBURN R02   ,AN BURN S02 ,139382.129623634
BC UNBURN R02   ,AN UNBURN F01 ,139703.154889944
BC UNBURN R02   ,AN UNBURN F02 ,139779.022831231
BC UNBURN R02   ,AN UNBURN G01 ,139369.272864931
BC UNBURN R02   ,AN UNBURN G03 ,139384.211614669
BC UNBURN R02   ,AN UNBURN S01 ,139289.266432661
BC UNBURN R02   ,AN UNBURN S02 ,139717.436454913
BC UNBURN R02   ,BC BURN G01 ,713.865971244282
BC UNBURN R02   ,BC BURN G02 ,765.543332586452
BC UNBURN R02   ,BC BURN G03 ,777.17242734851
BC UNBURN R02   ,BC BURN R01 ,404.819205389805
BC UNBURN R02   ,BC BURN R02 ,436.473828686629
BC UNBURN R02   ,BC BURN S01 ,860.830483944031
BC UNBURN R02   ,BC BURN S02 ,652.420013548171
BC UNBURN R02   ,BC UNBURN R01,2304.8847597472
BC UNBURN R02   ,BC UNBURN S01 ,158.182237720589
BC UNBURN R02   ,BC UNBURN S02 ,117.836471322027
BC UNBURN R02   ,BO BURN G01 ,147094.152274601
BC UNBURN R02   ,BO BURN G02 ,147467.341296098
BC UNBURN R02   ,BO BURN O01 ,148927.039260659
BC UNBURN R02   ,BO BURN O02 ,148901.790902736
BC UNBURN R02   ,BO BURN O03 ,148922.004615216
BC UNBURN R02   ,BO BURN S01 ,148111.577176877
BC UNBURN R02   ,BO BURN S02 ,148201.95268515
BC UNBURN R02   ,BO BURN S03 ,148238.613648646
BC UNBURN R02   ,BO UNBURN G01 ,147072.832825306
BC UNBURN R02   ,BO UNBURN G02 ,147430.273714059
BC UNBURN R02   ,BO UNBURN O01 ,148301.935214927
BC UNBURN R02   ,BO UNBURN O02 ,148776.917892308
BC UNBURN R02   ,BO UNBURN S01 ,148736.408532643
BC UNBURN R02   ,BO UNBURN S02 ,148648.935160719
BC UNBURN R02   ,BO UNBURN S03 ,148623.037383492
BC UNBURN R02   ,HT BURN C01 ,37107.9133114048
BC UNBURN R02   ,HT BURN C02,37302.1389817633
BC UNBURN R02   ,HT BURN C03 ,37031.2867687458
BC UNBURN R02   ,HT BURN G01 ,37475.0379341488
BC UNBURN R02   ,HT BURN G02 ,37497.6863428922
BC UNBURN R02   ,HT BURN G04 ,37197.3986349118
BC UNBURN R02   ,HT BURN O01 ,37668.0689277365
BC UNBURN R02   ,HT BURN O02 ,37809.500026909
BC UNBURN R02   ,HT BURN O03 ,37537.0058331418
BC UNBURN R02   ,HT UNBURN C01 ,36464.0690354826
BC UNBURN R02   ,HT UNBURN C02,36574.1548925419
BC UNBURN R02   ,HT UNBURN G01 ,36317.3950875976
BC UNBURN R02   ,HT UNBURN G02 ,36229.4369102385
BC UNBURN R02   ,HT UNBURN O01 ,36100.1417924236
BC UNBURN R02   ,HT UNBURN O02,36273.0504814696
BC UNBURN R02   ,ML BURN G01 ,320391.715520197
BC UNBURN R02   ,ML BURN G02 ,320358.229888904
BC UNBURN R02   ,ML BURN O01 ,320308.965292502
BC UNBURN R02   ,ML BURN O02 ,320103.12434372
BC UNBURN R02   ,ML BURN O04 ,316409.191069999
BC UNBURN R02   ,ML BURN S01 ,319467.176936537
BC UNBURN R02   ,ML BURN S02 ,319394.581717323
BC UNBURN R02   ,ML UNBURN G04 ,320987.062877138
BC UNBURN R02   ,ML UNBURN G05 ,321070.190763631
BC UNBURN R02   ,ML UNBURN O04 ,321120.608587137
BC UNBURN R02   ,ML UNBURN O05 ,321071.108141466
BC UNBURN R02   ,ML UNBURN S01 ,319387.034108222
BC UNBURN R02   ,ML UNBURN S02 ,319339.337186219
BC UNBURN R02   ,QR BURN C01,273166.371118126
BC UNBURN R02   ,QR BURN C02 ,273813.998580536
BC UNBURN R02   ,QR BURN G01,272992.616459272
BC UNBURN R02   ,QR BURN G02 ,273569.734179705
BC UNBURN R02   ,QR BURN G03 ,274795.344062762
BC UNBURN R02   ,QR BURN G05,277424.923354481
BC UNBURN R02   ,QR BURN O01,273203.38286024
BC UNBURN R02   ,QR BURN O02 ,273850.766616066
BC UNBURN R02   ,QR BURN O03 ,274839.354195257
BC UNBURN R02   ,QR BURN O05,277481.028476855
BC UNBURN S01 ,AN BURN F01 ,137256.603134886
BC UNBURN S01 ,AN BURN F02 ,137299.724816886
BC UNBURN S01 ,AN BURN G04 ,138921.257646333
BC UNBURN S01 ,AN BURN G05 ,139215.564051295
BC UNBURN S01 ,AN BURN S01 ,139072.039641377
BC UNBURN S01 ,AN BURN S02 ,139320.999058257
BC UNBURN S01 ,AN UNBURN F01 ,139642.424509747
BC UNBURN S01 ,AN UNBURN F02 ,139718.396625396
BC UNBURN S01 ,AN UNBURN G01 ,139308.47739256
BC UNBURN S01 ,AN UNBURN G03 ,139323.318961045
BC UNBURN S01 ,AN UNBURN S01 ,139228.530460613
BC UNBURN S01 ,AN UNBURN S02 ,139656.785047761
BC UNBURN S01 ,BC BURN G01 ,803.744432565727
BC UNBURN S01 ,BC BURN G02 ,831.116062697794
BC UNBURN S01 ,BC BURN G03 ,801.507785563821
BC UNBURN S01 ,BC BURN R01 ,294.888796146842
BC UNBURN S01 ,BC BURN R02 ,292.859766919613
BC UNBURN S01 ,BC BURN S01 ,769.397649282148
BC UNBURN S01 ,BC BURN S02 ,559.726285021106
BC UNBURN S01 ,BC UNBURN R01,2257.69771148906
BC UNBURN S01 ,BC UNBURN R02   ,158.182237720589
BC UNBURN S01 ,BC UNBURN S02 ,129.725599578886
BC UNBURN S01 ,BO BURN G01 ,146980.217758562
BC UNBURN S01 ,BO BURN G02 ,147353.382797919
BC UNBURN S01 ,BO BURN O01 ,148812.522063649
BC UNBURN S01 ,BO BURN O02 ,148787.396679369
BC UNBURN S01 ,BO BURN O03 ,148807.736999933
BC UNBURN S01 ,BO BURN S01 ,147997.431273163
BC UNBURN S01 ,BO BURN S02 ,148087.670507439
BC UNBURN S01 ,BO BURN S03 ,148124.238480885
BC UNBURN S01 ,BO UNBURN G01 ,146958.948709059
BC UNBURN S01 ,BO UNBURN G02 ,147316.503818425
BC UNBURN S01 ,BO UNBURN O01 ,148188.470633803
BC UNBURN S01 ,BO UNBURN O02 ,148663.063630736
BC UNBURN S01 ,BO UNBURN S01 ,148623.577933197
BC UNBURN S01 ,BO UNBURN S02 ,148536.076601174
BC UNBURN S01 ,BO UNBURN S03 ,148510.075675405
BC UNBURN S01 ,HT BURN C01 ,36976.7525441587
BC UNBURN S01 ,HT BURN C02,37170.9509779816
BC UNBURN S01 ,HT BURN C03 ,36900.518577783
BC UNBURN S01 ,HT BURN G01 ,37343.6327353815
BC UNBURN S01 ,HT BURN G02 ,37366.0614955423
BC UNBURN S01 ,HT BURN G04 ,37065.8485262713
BC UNBURN S01 ,HT BURN O01 ,37536.674371937
BC UNBURN S01 ,HT BURN O02 ,37678.5941035184
BC UNBURN S01 ,HT BURN O03 ,37405.9297922474
BC UNBURN S01 ,HT UNBURN C01 ,36332.7705358705
BC UNBURN S01 ,HT UNBURN C02,36443.0097999429
BC UNBURN S01 ,HT UNBURN G01 ,36185.562637982
BC UNBURN S01 ,HT UNBURN G02 ,36097.3698453466
BC UNBURN S01 ,HT UNBURN O01 ,35970.0048206327
BC UNBURN S01 ,HT UNBURN O02,36143.0564226592
BC UNBURN S01 ,ML BURN G01 ,320294.773851396
BC UNBURN S01 ,ML BURN G02 ,320261.288493503
BC UNBURN S01 ,ML BURN O01 ,320212.05583939
BC UNBURN S01 ,ML BURN O02 ,320006.25401272
BC UNBURN S01 ,ML BURN O04 ,316310.082666057
BC UNBURN S01 ,ML BURN S01 ,319369.880088465
BC UNBURN S01 ,ML BURN S02 ,319297.244826822
BC UNBURN S01 ,ML UNBURN G04 ,320889.81460412
BC UNBURN S01 ,ML UNBURN G05 ,320972.949334882
BC UNBURN S01 ,ML UNBURN O04 ,321023.378773106
BC UNBURN S01 ,ML UNBURN O05 ,320973.897463888
BC UNBURN S01 ,ML UNBURN S01 ,319289.746392828
BC UNBURN S01 ,ML UNBURN S02 ,319241.998403798
BC UNBURN S01 ,QR BURN C01,273063.263953296
BC UNBURN S01 ,QR BURN C02 ,273711.037761835
BC UNBURN S01 ,QR BURN G01,272889.388179736
BC UNBURN S01 ,QR BURN G02 ,273466.551906428
BC UNBURN S01 ,QR BURN G03 ,274692.371669665
BC UNBURN S01 ,QR BURN G05,277321.688576126
BC UNBURN S01 ,QR BURN O01,273100.277976573
BC UNBURN S01 ,QR BURN O02 ,273747.799971434
BC UNBURN S01 ,QR BURN O03 ,274736.384069756
BC UNBURN S01 ,QR BURN O05,277377.906257084
BC UNBURN S02 ,AN BURN F01 ,137203.527781524
BC UNBURN S02 ,AN BURN F02 ,137246.7590113
BC UNBURN S02 ,AN BURN G04 ,138867.320248167
BC UNBURN S02 ,AN BURN G05 ,139162.03872414
BC UNBURN S02 ,AN BURN S01 ,139018.36105012
BC UNBURN S02 ,AN BURN S02 ,139267.576750069
BC UNBURN S02 ,AN UNBURN F01 ,139588.678217627
BC UNBURN S02 ,AN UNBURN F02 ,139664.566121527
BC UNBURN S02 ,AN UNBURN G01 ,139254.783721521
BC UNBURN S02 ,AN UNBURN G03 ,139269.703933784
BC UNBURN S02 ,AN UNBURN S01 ,139174.788655503
BC UNBURN S02 ,AN UNBURN S02 ,139602.974907494
BC UNBURN S02 ,BC BURN G01 ,830.997560965447
BC UNBURN S02 ,BC BURN G02 ,878.848936233293
BC UNBURN S02 ,BC BURN G03 ,878.154485869838
BC UNBURN S02 ,BC BURN R01 ,293.692727281057
BC UNBURN S02 ,BC BURN R02 ,344.685371062416
BC UNBURN S02 ,BC BURN S01 ,743.236571026195
BC UNBURN S02 ,BC BURN S02 ,535.224135468856
BC UNBURN S02 ,BC UNBURN R01,2192.51450111389
BC UNBURN S02 ,BC UNBURN R02   ,117.836471322027
BC UNBURN S02 ,BC UNBURN S01 ,129.725599578886
BC UNBURN S02 ,BO BURN G01 ,146978.030438174
BC UNBURN S02 ,BO BURN G02 ,147351.223818005
BC UNBURN S02 ,BO BURN O01 ,148811.025610062
BC UNBURN S02 ,BO BURN O02 ,148785.754073675
BC UNBURN S02 ,BO BURN O03 ,148805.944101906
BC UNBURN S02 ,BO BURN S01 ,147995.494118268
BC UNBURN S02 ,BO BURN S02 ,148085.894929695
BC UNBURN S02 ,BO BURN S03 ,148122.573283286
BC UNBURN S02 ,BO UNBURN G01 ,146956.701805098
BC UNBURN S02 ,BO UNBURN G02 ,147314.121963253
BC UNBURN S02 ,BO UNBURN O01 ,148185.728780884
BC UNBURN S02 ,BO UNBURN O02 ,148660.781344003
BC UNBURN S02 ,BO UNBURN S01 ,148620.091963121
BC UNBURN S02 ,BO UNBURN S02 ,148532.623358203
BC UNBURN S02 ,BO UNBURN S03 ,148506.743225332
BC UNBURN S02 ,HT BURN C01 ,36997.0411739834
BC UNBURN S02 ,HT BURN C02,37191.2787816792
BC UNBURN S02 ,HT BURN C03 ,36920.2392932543
BC UNBURN S02 ,HT BURN G01 ,37364.2760612118
BC UNBURN S02 ,HT BURN G02 ,37387.025243218
BC UNBURN S02 ,HT BURN G04 ,37086.7036709827
BC UNBURN S02 ,HT BURN O01 ,37557.30184321
BC UNBURN S02 ,HT BURN O02 ,37698.5123233481
BC UNBURN S02 ,HT BURN O03 ,37426.0947528879
BC UNBURN S02 ,HT UNBURN C01 ,36353.2604816406
BC UNBURN S02 ,HT UNBURN C02,36463.2766948286
BC UNBURN S02 ,HT UNBURN G01 ,36206.8325315923
BC UNBURN S02 ,HT UNBURN G02 ,36118.9845129474
BC UNBURN S02 ,HT UNBURN O01 ,35988.8207580651
BC UNBURN S02 ,HT UNBURN O02,36161.6679353769
BC UNBURN S02 ,ML BURN G01 ,320273.918942477
BC UNBURN S02 ,ML BURN G02 ,320240.433304541
BC UNBURN S02 ,ML BURN O01 ,320191.167928693
BC UNBURN S02 ,ML BURN O02 ,319985.326036223
BC UNBURN S02 ,ML BURN O04 ,316291.46595871
BC UNBURN S02 ,ML BURN S01 ,319349.389559421
BC UNBURN S02 ,ML BURN S02 ,319276.795438577
BC UNBURN S02 ,ML UNBURN G04 ,320869.274181264
BC UNBURN S02 ,ML UNBURN G05 ,320952.401883692
BC UNBURN S02 ,ML UNBURN O04 ,321002.819395863
BC UNBURN S02 ,ML UNBURN O05 ,320953.318439778
BC UNBURN S02 ,ML UNBURN S01 ,319269.246482539
BC UNBURN S02 ,ML UNBURN S02 ,319221.55095979
BC UNBURN S02 ,QR BURN C01,273048.878266481
BC UNBURN S02 ,QR BURN C02 ,273696.494846411
BC UNBURN S02 ,QR BURN G01,272875.132752064
BC UNBURN S02 ,QR BURN G02 ,273452.246979854
BC UNBURN S02 ,QR BURN G03 ,274677.841174697
BC UNBURN S02 ,QR BURN G05,277307.440107046
BC UNBURN S02 ,QR BURN O01,273085.889837325
BC UNBURN S02 ,QR BURN O02 ,273733.26331113
BC UNBURN S02 ,QR BURN O03 ,274721.851139553
BC UNBURN S02 ,QR BURN O05,277363.536721676
BO BURN G01 ,AN BURN F01 ,57898.8865184801
BO BURN G01 ,AN BURN F02 ,57773.5628913409
BO BURN G01 ,AN BURN G04 ,58994.3139882464
BO BURN G01 ,AN BURN G05 ,58531.6889811068
BO BURN G01 ,AN BURN S01 ,58701.2412745624
BO BURN G01 ,AN BURN S02 ,58418.4645202529
BO BURN G01 ,AN UNBURN F01 ,58824.8540291934
BO BURN G01 ,AN UNBURN F02 ,58930.4336866364
BO BURN G01 ,AN UNBURN G01 ,58736.4792699509
BO BURN G01 ,AN UNBURN G03 ,58645.1398848514
BO BURN G01 ,AN UNBURN S01 ,58787.0231166447
BO BURN G01 ,AN UNBURN S02 ,58901.2862782421
BO BURN G01 ,BC BURN G01 ,147778.586649818
BO BURN G01 ,BC BURN G02 ,147777.318088857
BO BURN G01 ,BC BURN G03 ,147663.720042763
BO BURN G01 ,BC BURN R01 ,146692.063289873
BO BURN G01 ,BC BURN R02 ,146695.241599119
BO BURN G01 ,BC BURN S01 ,146238.661030956
BO BURN G01 ,BC BURN S02 ,146443.63799499
BO BURN G01 ,BC UNBURN R01,145041.5952625
BO BURN G01 ,BC UNBURN R02   ,147094.152274601
BO BURN G01 ,BC UNBURN S01 ,146980.217758562
BO BURN G01 ,BC UNBURN S02 ,146978.030438174
BO BURN G01 ,BO BURN G02 ,374.561757798296
BO BURN G01 ,BO BURN O01 ,1994.73306722708
BO BURN G01 ,BO BURN O02 ,1911.14316477059
BO BURN G01 ,BO BURN O03 ,1882.21809695544
BO BURN G01 ,BO BURN S01 ,1056.35075852118
BO BURN G01 ,BO BURN S02 ,1202.57487548734
BO BURN G01 ,BO BURN S03 ,1289.21280029988
BO BURN G01 ,BO UNBURN G01 ,70.7874297401297
BO BURN G01 ,BO UNBURN G02 ,402.144441410918
BO BURN G01 ,BO UNBURN O01 ,1362.81500426067
BO BURN G01 ,BO UNBURN O02 ,1686.27458518588
BO BURN G01 ,BO UNBURN S01 ,2210.94568819951
BO BURN G01 ,BO UNBURN S02 ,2120.91848180651
BO BURN G01 ,BO UNBURN S03 ,2009.98114146344
BO BURN G01 ,HT BURN C01 ,110735.199320996
BO BURN G01 ,HT BURN C02,110548.798244577
BO BURN G01 ,HT BURN C03 ,110772.608430451
BO BURN G01 ,HT BURN G01 ,110401.998186648
BO BURN G01 ,HT BURN G02 ,110402.075421126
BO BURN G01 ,HT BURN G04 ,110686.367970566
BO BURN G01 ,HT BURN O01 ,110213.242533322
BO BURN G01 ,HT BURN O02 ,110027.446550316
BO BURN G01 ,HT BURN O03 ,110309.294598818
BO BURN G01 ,HT UNBURN C01 ,111375.069586234
BO BURN G01 ,HT UNBURN C02,111253.34282637
BO BURN G01 ,HT UNBURN G01 ,111569.534596128
BO BURN G01 ,HT UNBURN G02 ,111678.325731793
BO BURN G01 ,HT UNBURN O01 ,111624.983862437
BO BURN G01 ,HT UNBURN O02,111443.788448845
BO BURN G01 ,ML BURN G01 ,176116.205693346
BO BURN G01 ,ML BURN G02 ,176083.047489493
BO BURN G01 ,ML BURN O01 ,176044.006519839
BO BURN G01 ,ML BURN O02 ,175851.777539629
BO BURN G01 ,ML BURN O04 ,171522.752515933
BO BURN G01 ,ML BURN S01 ,175089.477977113
BO BURN G01 ,ML BURN S02 ,175005.227545414
BO BURN G01 ,ML UNBURN G04 ,176613.462005337
BO BURN G01 ,ML UNBURN G05 ,176698.088634372
BO BURN G01 ,ML UNBURN O04 ,176751.682836602
BO BURN G01 ,ML UNBURN O05 ,176708.345336824
BO BURN G01 ,ML UNBURN S01 ,175012.679528444
BO BURN G01 ,ML UNBURN S02 ,174949.797243933
BO BURN G01 ,QR BURN C01,127481.764188338
BO BURN G01 ,QR BURN C02 ,128161.91124133
BO BURN G01 ,QR BURN G01,127279.190503547
BO BURN G01 ,QR BURN G02 ,127864.255008502
BO BURN G01 ,QR BURN G03 ,129134.543998608
BO BURN G01 ,QR BURN G05,131685.105986949
BO BURN G01 ,QR BURN O01,127519.121914464
BO BURN G01 ,QR BURN O02 ,128197.005258692
BO BURN G01 ,QR BURN O03 ,129178.858205213
BO BURN G01 ,QR BURN O05,131768.124173579
BO BURN G02 ,AN BURN F01 ,58064.1421891306
BO BURN G02 ,AN BURN F02 ,57938.5432965284
BO BURN G02 ,AN BURN G04 ,59150.2575475103
BO BURN G02 ,AN BURN G05 ,58685.7345754258
BO BURN G02 ,AN BURN S01 ,58856.1929207283
BO BURN G02 ,AN BURN S02 ,58571.8460044829
BO BURN G02 ,AN UNBURN F01 ,58976.5365425631
BO BURN G02 ,AN UNBURN F02 ,59081.7228206607
BO BURN G02 ,AN UNBURN G01 ,58890.0692225384
BO BURN G02 ,AN UNBURN G03 ,58798.6041414306
BO BURN G02 ,AN UNBURN S01 ,58941.0999817802
BO BURN G02 ,AN UNBURN S02 ,59052.920717603
BO BURN G02 ,BC BURN G01 ,148151.731270659
BO BURN G02 ,BC BURN G02 ,148150.43108991
BO BURN G02 ,BC BURN G03 ,148036.791841845
BO BURN G02 ,BC BURN R01 ,147065.242076814
BO BURN G02 ,BC BURN R02 ,147068.391769277
BO BURN G02 ,BC BURN S01 ,146611.870879934
BO BURN G02 ,BC BURN S02 ,146816.837875119
BO BURN G02 ,BC UNBURN R01,145415.004458328
BO BURN G02 ,BC UNBURN R02   ,147467.341296098
BO BURN G02 ,BC UNBURN S01 ,147353.382797919
BO BURN G02 ,BC UNBURN S02 ,147351.223818005
BO BURN G02 ,BO BURN G01 ,374.561757798296
BO BURN G02 ,BO BURN O01 ,1643.77718941581
BO BURN G02 ,BO BURN O02 ,1550.65266952151
BO BURN G02 ,BO BURN O03 ,1513.37518211813
BO BURN G02 ,BO BURN S01 ,691.888883903634
BO BURN G02 ,BO BURN S02 ,854.443299243745
BO BURN G02 ,BO BURN S03 ,954.379027866965
BO BURN G02 ,BO UNBURN G01 ,406.89256041692
BO BURN G02 ,BO UNBURN G02 ,255.831609923362
BO BURN G02 ,BO UNBURN O01 ,1066.67054281072
BO BURN G02 ,BO UNBURN O02 ,1317.15469896787
BO BURN G02 ,BO UNBURN S01 ,1975.82986922863
BO BURN G02 ,BO UNBURN S02 ,1891.15393655695
BO BURN G02 ,BO UNBURN S03 ,1768.5223078484
BO BURN G02 ,HT BURN C01 ,111105.903612126
BO BURN G02 ,HT BURN C02,110919.475555788
BO BURN G02 ,HT BURN C03 ,111143.397697582
BO BURN G02 ,HT BURN G01 ,110772.612334157
BO BURN G02 ,HT BURN G02 ,110772.642249221
BO BURN G02 ,HT BURN G04 ,111056.98470357
BO BURN G02 ,HT BURN O01 ,110583.836708779
BO BURN G02 ,HT BURN O02 ,110398.124079807
BO BURN G02 ,HT BURN O03 ,110679.9681138
BO BURN G02 ,HT UNBURN C01 ,111745.818037862
BO BURN G02 ,HT UNBURN C02,111624.108686611
BO BURN G02 ,HT UNBURN G01 ,111940.196390346
BO BURN G02 ,HT UNBURN G02 ,112048.951989373
BO BURN G02 ,HT UNBURN O01 ,111995.986154618
BO BURN G02 ,HT UNBURN O02,111814.799725379
BO BURN G02 ,ML BURN G01 ,175764.544522931
BO BURN G02 ,ML BURN G02 ,175731.389790416
BO BURN G02 ,ML BURN O01 ,175692.41277814
BO BURN G02 ,ML BURN O02 ,175500.275235349
BO BURN G02 ,ML BURN O04 ,171167.482737595
BO BURN G02 ,ML BURN S01 ,174737.237915301
BO BURN G02 ,ML BURN S02 ,174652.919674615
BO BURN G02 ,ML UNBURN G04 ,176261.180976811
BO BURN G02 ,ML UNBURN G05 ,176345.813121616
BO BURN G02 ,ML UNBURN O04 ,176399.424415222
BO BURN G02 ,ML UNBURN O05 ,176356.126403866
BO BURN G02 ,ML UNBURN S01 ,174660.463327921
BO BURN G02 ,ML UNBURN S02 ,174597.490648205
BO BURN G02 ,QR BURN C01,127122.78000008
BO BURN G02 ,QR BURN C02 ,127803.145975265
BO BURN G02 ,QR BURN G01,126919.992542849
BO BURN G02 ,QR BURN G02 ,127505.092029298
BO BURN G02 ,QR BURN G03 ,128775.667080991
BO BURN G02 ,QR BURN G05,131325.512245097
BO BURN G02 ,QR BURN O01,127160.138675298
BO BURN G02 ,QR BURN O02 ,127838.225506064
BO BURN G02 ,QR BURN O03 ,128819.981594131
BO BURN G02 ,QR BURN O05,131408.732740616
BO BURN O01 ,AN BURN F01 ,59313.9177430575
BO BURN O01 ,AN BURN F02 ,59187.4822719755
BO BURN O01 ,AN BURN G04 ,60370.291920138
BO BURN O01 ,AN BURN G05 ,59899.7948495012
BO BURN O01 ,AN BURN S01 ,60073.1189547921
BO BURN O01 ,AN BURN S02 ,59783.8004594243
BO BURN O01 ,AN UNBURN F01 ,60182.9310189618
BO BURN O01 ,AN UNBURN F02 ,60286.8247427827
BO BURN O01 ,AN UNBURN G01 ,60102.6202015907
BO BURN O01 ,AN UNBURN G03 ,60010.7723263398
BO BURN O01 ,AN UNBURN S01 ,60155.2023318658
BO BURN O01 ,AN UNBURN S02 ,60259.1426844803
BO BURN O01 ,BC BURN G01 ,149610.385838258
BO BURN O01 ,BC BURN G02 ,149608.357399267
BO BURN O01 ,BC BURN G03 ,149493.780547585
BO BURN O01 ,BC BURN R01 ,148524.705931698
BO BURN O01 ,BC BURN R02 ,148527.189584846
BO BURN O01 ,BC BURN S01 ,148072.070354313
BO BURN O01 ,BC BURN S02 ,148276.799698975
BO BURN O01 ,BC UNBURN R01,146880.079844286
BO BURN O01 ,BC UNBURN R02   ,148927.039260659
BO BURN O01 ,BC UNBURN S01 ,148812.522063649
BO BURN O01 ,BC UNBURN S02 ,148811.025610062
BO BURN O01 ,BO BURN G01 ,1994.73306722708
BO BURN O01 ,BO BURN G02 ,1643.77718941581
BO BURN O01 ,BO BURN O02 ,169.521180131414
BO BURN O01 ,BO BURN O03 ,340.086068656258
BO BURN O01 ,BO BURN S01 ,958.593714367968
BO BURN O01 ,BO BURN S02 ,792.23276361168
BO BURN O01 ,BO BURN S03 ,714.944524052507
BO BURN O01 ,BO UNBURN G01 ,2041.81238955923
BO BURN O01 ,BO UNBURN G02 ,1805.72663157034
BO BURN O01 ,BO UNBURN O01 ,1556.53875179202
BO BURN O01 ,BO UNBURN O02 ,913.386649169635
BO BURN O01 ,BO UNBURN S01 ,2288.87979505703
BO BURN O01 ,BO UNBURN S02 ,2259.8908019978
BO BURN O01 ,BO UNBURN S03 ,2125.90368407099
BO BURN O01 ,HT BURN C01 ,112520.450050468
BO BURN O01 ,HT BURN C02,112333.610165644
BO BURN O01 ,HT BURN C03 ,112559.264957043
BO BURN O01 ,HT BURN G01 ,112185.778418972
BO BURN O01 ,HT BURN G02 ,112185.083278604
BO BURN O01 ,HT BURN G04 ,112470.181929687
BO BURN O01 ,HT BURN O01 ,111996.702096007
BO BURN O01 ,HT BURN O02 ,111812.2777787
BO BURN O01 ,HT BURN O03 ,112094.05128427
BO BURN O01 ,HT UNBURN C01 ,113161.031138467
BO BURN O01 ,HT UNBURN C02,113039.59648414
BO BURN O01 ,HT UNBURN G01 ,113354.061048674
BO BURN O01 ,HT UNBURN G02 ,113462.266056453
BO BURN O01 ,HT UNBURN O01 ,113415.193147003
BO BURN O01 ,HT UNBURN O02,113234.155502223
BO BURN O01 ,ML BURN G01 ,174561.655179262
BO BURN O01 ,ML BURN G02 ,174528.531491891
BO BURN O01 ,ML BURN O01 ,174490.113186001
BO BURN O01 ,ML BURN O02 ,174298.776744852
BO BURN O01 ,ML BURN O04 ,169932.41713467
