InputID,TargetID,Distance
HT BURN G01 ,AN UNBURN G03 ,110126.158486023
HT BURN G01 ,AN UNBURN S01 ,110061.059109485
HT BURN G01 ,AN UNBURN S02 ,110496.814726761
HT BURN G01 ,BC BURN G01 ,38114.1851451192
HT BURN G01 ,BC BURN G02 ,38088.9504651098
HT BURN G01 ,BC BURN G03 ,37946.5767136862
HT BURN G01 ,BC BURN R01 ,37070.9788843568
HT BURN G01 ,BC BURN R02 ,37051.2511240892
HT BURN G01 ,BC BURN S01 ,36650.5061572986
HT BURN G01 ,BC BURN S02 ,36843.7970668102
HT BURN G01 ,BC UNBURN R01,35661.2000242222
HT BURN G01 ,BC UNBURN R02   ,37475.0379341488
HT BURN G01 ,BC UNBURN S01 ,37343.6327353815
HT BURN G01 ,BC UNBURN S02 ,37364.2760612118
HT BURN G01 ,BO BURN G01 ,110401.998186648
HT BURN G01 ,BO BURN G02 ,110772.612334157
HT BURN G01 ,BO BURN O01 ,112185.778418972
HT BURN G01 ,BO BURN O02 ,112170.170340227
HT BURN G01 ,BO BURN O03 ,112200.286126374
HT BURN G01 ,BO BURN S01 ,111400.824288021
HT BURN G01 ,BO BURN S02 ,111480.283861454
HT BURN G01 ,BO BURN S03 ,111509.575045247
HT BURN G01 ,BO UNBURN G01 ,110384.757151742
HT BURN G01 ,BO UNBURN G02 ,110750.746366937
HT BURN G01 ,BO UNBURN O01 ,111645.565415442
HT BURN G01 ,BO UNBURN O02 ,112088.251313151
HT BURN G01 ,BO UNBURN S01 ,112131.448628487
HT BURN G01 ,BO UNBURN S02 ,112041.81329973
HT BURN G01 ,BO UNBURN S03 ,112007.393341124
HT BURN G01 ,HT BURN C01 ,381.213659329978
HT BURN G01 ,HT BURN C02,195.703209444736
HT BURN G01 ,HT BURN C03 ,517.906265274241
HT BURN G01 ,HT BURN G02 ,96.1915865344782
HT BURN G01 ,HT BURN G04 ,284.420081560976
HT BURN G01 ,HT BURN O01 ,193.089654592032
HT BURN G01 ,HT BURN O02 ,396.285789198662
HT BURN G01 ,HT BURN O03 ,152.767117289213
HT BURN G01 ,HT UNBURN C01 ,1011.90276505479
HT BURN G01 ,HT UNBURN C02,907.315170271998
HT BURN G01 ,HT UNBURN G01 ,1171.66180459163
HT BURN G01 ,HT UNBURN G02 ,1276.57556109673
HT BURN G01 ,HT UNBURN O01 ,1470.49953086518
HT BURN G01 ,HT UNBURN O02,1335.23840981985
HT BURN G01 ,ML BURN G01 ,285085.594440886
HT BURN G01 ,ML BURN G02 ,285052.166620027
HT BURN G01 ,ML BURN O01 ,285006.347633123
HT BURN G01 ,ML BURN O02 ,284804.854809593
HT BURN G01 ,ML BURN O04 ,280879.811911186
HT BURN G01 ,ML BURN S01 ,284124.12266227
HT BURN G01 ,ML BURN S02 ,284047.350266959
HT BURN G01 ,ML UNBURN G04 ,285647.869836004
HT BURN G01 ,ML UNBURN G05 ,285731.652820388
HT BURN G01 ,ML UNBURN O04 ,285783.258715202
HT BURN G01 ,ML UNBURN O05 ,285735.827755026
HT BURN G01 ,ML UNBURN S01 ,284045.014965708
HT BURN G01 ,ML UNBURN S02 ,283991.952310609
HT BURN G01 ,QR BURN C01,237275.328643855
HT BURN G01 ,QR BURN C02 ,237936.505399124
HT BURN G01 ,QR BURN G01,237090.070302621
HT BURN G01 ,QR BURN G02 ,237671.103167113
HT BURN G01 ,QR BURN G03 ,238915.862539982
HT BURN G01 ,QR BURN G05,241517.913941154
HT BURN G01 ,QR BURN O01,237312.527392016
HT BURN G01 ,QR BURN O02 ,237972.677617585
HT BURN G01 ,QR BURN O03 ,238960.05284611
HT BURN G01 ,QR BURN O05,241584.777072829
HT BURN G02 ,AN BURN F01 ,108026.970462902
HT BURN G02 ,AN BURN F02 ,108045.155571656
HT BURN G02 ,AN BURN G04 ,109852.328661687
HT BURN G02 ,AN BURN G05 ,110049.852216109
HT BURN G02 ,AN BURN S01 ,109942.859307785
HT BURN G02 ,AN BURN S02 ,110130.628110652
HT BURN G02 ,AN UNBURN F01 ,110518.044336621
HT BURN G02 ,AN UNBURN F02 ,110611.352028723
HT BURN G02 ,AN UNBURN G01 ,110178.396007013
HT BURN G02 ,AN UNBURN G03 ,110175.539755493
HT BURN G02 ,AN UNBURN S01 ,110110.56375487
HT BURN G02 ,AN UNBURN S02 ,110546.318419865
HT BURN G02 ,BC BURN G01 ,38136.0445174808
HT BURN G02 ,BC BURN G02 ,38110.4639789105
HT BURN G02 ,BC BURN G03 ,37967.689581752
HT BURN G02 ,BC BURN R01 ,37093.6907346622
HT BURN G02 ,BC BURN R02 ,37073.6387515964
HT BURN G02 ,BC BURN S01 ,36673.7804104979
HT BURN G02 ,BC BURN S02 ,36866.8619576924
HT BURN G02 ,BC UNBURN R01,35687.4721136045
HT BURN G02 ,BC UNBURN R02   ,37497.6863428922
HT BURN G02 ,BC UNBURN S01 ,37366.0614955423
HT BURN G02 ,BC UNBURN S02 ,37387.025243218
HT BURN G02 ,BO BURN G01 ,110402.075421126
HT BURN G02 ,BO BURN G02 ,110772.642249221
HT BURN G02 ,BO BURN O01 ,112185.083278604
HT BURN G02 ,BO BURN O02 ,112169.619955846
HT BURN G02 ,BO BURN O03 ,112199.882307782
HT BURN G02 ,BO BURN S01 ,111400.602898463
HT BURN G02 ,BO BURN S02 ,111479.899014571
HT BURN G02 ,BO BURN S03 ,111509.079819132
HT BURN G02 ,BO UNBURN G01 ,110384.894219039
HT BURN G02 ,BO UNBURN G02 ,110750.997666351
HT BURN G02 ,BO UNBURN O01 ,111646.125231919
HT BURN G02 ,BO UNBURN O02 ,112088.335273618
HT BURN G02 ,BO UNBURN S01 ,112132.716077313
HT BURN G02 ,BO UNBURN S02 ,112043.053308897
HT BURN G02 ,BO UNBURN S03 ,112008.516187278
HT BURN G02 ,HT BURN C01 ,436.161844432516
HT BURN G02 ,HT BURN C02,269.178257621075
HT BURN G02 ,HT BURN C03 ,589.209602053854
HT BURN G02 ,HT BURN G01 ,96.1915865344782
HT BURN G02 ,HT BURN G04 ,301.923560096019
HT BURN G02 ,HT BURN O01 ,196.799871720171
HT BURN G02 ,HT BURN O02 ,437.242060029912
HT BURN G02 ,HT BURN O03 ,236.53187699449
HT BURN G02 ,HT UNBURN C01 ,1042.48631438671
HT BURN G02 ,HT UNBURN C02,944.98893886679
HT BURN G02 ,HT UNBURN G01 ,1183.62161142998
HT BURN G02 ,HT UNBURN G02 ,1282.05950163485
HT BURN G02 ,HT UNBURN O01 ,1526.26443652879
HT BURN G02 ,HT UNBURN O02,1397.66653285849
HT BURN G02 ,ML BURN G01 ,285097.777707307
HT BURN G02 ,ML BURN G02 ,285064.350586618
HT BURN G02 ,ML BURN O01 ,285018.559654939
HT BURN G02 ,ML BURN O02 ,284817.103215515
HT BURN G02 ,ML BURN O04 ,280890.176086815
HT BURN G02 ,ML BURN S01 ,284136.013946701
HT BURN G02 ,ML BURN S02 ,284059.208133951
HT BURN G02 ,ML UNBURN G04 ,285659.781842597
HT BURN G02 ,ML UNBURN G05 ,285743.569560969
HT BURN G02 ,ML UNBURN O04 ,285795.184735617
HT BURN G02 ,ML UNBURN O05 ,285747.770886426
HT BURN G02 ,ML UNBURN S01 ,284056.915214014
HT BURN G02 ,ML UNBURN S02 ,284003.809318016
HT BURN G02 ,QR BURN C01,237282.772059981
HT BURN G02 ,QR BURN C02 ,237944.072170167
HT BURN G02 ,QR BURN G01,237097.405287492
HT BURN G02 ,QR BURN G02 ,237678.470638885
HT BURN G02 ,QR BURN G03 ,238923.40199013
HT BURN G02 ,QR BURN G05,241525.168649161
HT BURN G02 ,QR BURN O01,237319.972271899
HT BURN G02 ,QR BURN O02 ,237980.238412975
HT BURN G02 ,QR BURN O03 ,238967.593631059
HT BURN G02 ,QR BURN O05,241592.134162098
HT BURN G04 ,AN BURN F01 ,108219.582406326
HT BURN G04 ,AN BURN F02 ,108238.053070311
HT BURN G04 ,AN BURN G04 ,110043.499412535
HT BURN G04 ,AN BURN G05 ,110242.150317613
HT BURN G04 ,AN BURN S01 ,110134.725322195
HT BURN G04 ,AN BURN S02 ,110323.219595027
HT BURN G04 ,AN UNBURN F01 ,110709.970402084
HT BURN G04 ,AN UNBURN F02 ,110803.10183024
HT BURN G04 ,AN UNBURN G01 ,110370.318960169
HT BURN G04 ,AN UNBURN G03 ,110367.661083968
HT BURN G04 ,AN UNBURN S01 ,110302.337085063
HT BURN G04 ,AN UNBURN S02 ,110738.093811948
HT BURN G04 ,BC BURN G01 ,37836.0336385183
HT BURN G04 ,BC BURN G02 ,37810.5808226251
HT BURN G04 ,BC BURN G03 ,37667.9592999316
HT BURN G04 ,BC BURN R01 ,36793.381433055
HT BURN G04 ,BC BURN R02 ,36773.4397671986
HT BURN G04 ,BC BURN S01 ,36373.2878582473
HT BURN G04 ,BC BURN S02 ,36566.4363964862
HT BURN G04 ,BC UNBURN R01,35386.1860505385
HT BURN G04 ,BC UNBURN R02   ,37197.3986349118
HT BURN G04 ,BC UNBURN S01 ,37065.8485262713
HT BURN G04 ,BC UNBURN S02 ,37086.7036709827
HT BURN G04 ,BO BURN G01 ,110686.367970566
HT BURN G04 ,BO BURN G02 ,111056.98470357
HT BURN G04 ,BO BURN O01 ,112470.181929687
HT BURN G04 ,BO BURN O02 ,112454.568915489
HT BURN G04 ,BO BURN O03 ,112484.67904931
HT BURN G04 ,BO BURN S01 ,111685.209270463
HT BURN G04 ,BO BURN S02 ,111764.676016139
HT BURN G04 ,BO BURN S03 ,111793.971580426
HT BURN G04 ,BO UNBURN G01 ,110669.123558463
HT BURN G04 ,BO UNBURN G02 ,111035.106011507
HT BURN G04 ,BO UNBURN O01 ,111929.904795177
HT BURN G04 ,BO UNBURN O02 ,112372.62068575
HT BURN G04 ,BO UNBURN S01 ,112415.73053641
HT BURN G04 ,BO UNBURN S02 ,112326.097725124
HT BURN G04 ,BO UNBURN S03 ,112291.68824301
HT BURN G04 ,HT BURN C01 ,186.58949131545
HT BURN G04 ,HT BURN C02,185.363267387101
HT BURN G04 ,HT BURN C03 ,367.146688943926
HT BURN G04 ,HT BURN G01 ,284.420081560976
HT BURN G04 ,HT BURN G02 ,301.923560096019
HT BURN G04 ,HT BURN O01 ,475.363845936514
HT BURN G04 ,HT BURN O02 ,670.536011596987
HT BURN G04 ,HT BURN O03 ,394.581638152292
HT BURN G04 ,HT UNBURN C01 ,740.695423927555
HT BURN G04 ,HT UNBURN C02,645.602422394351
HT BURN G04 ,HT UNBURN G01 ,888.048088199558
HT BURN G04 ,HT UNBURN G02 ,992.155660675202
HT BURN G04 ,HT UNBURN O01 ,1241.2198399378
HT BURN G04 ,HT UNBURN O02,1124.30331406286
HT BURN G04 ,ML BURN G01 ,285367.020673636
HT BURN G04 ,ML BURN G02 ,285333.592552043
HT BURN G04 ,ML BURN O01 ,285287.761457569
HT BURN G04 ,ML BURN O02 ,285086.252900117
HT BURN G04 ,ML BURN O04 ,281161.970648492
HT BURN G04 ,ML BURN S01 ,284405.673476617
HT BURN G04 ,ML BURN S02 ,284328.915167581
HT BURN G04 ,ML UNBURN G04 ,285929.411847977
HT BURN G04 ,ML UNBURN G05 ,286013.192828478
HT BURN G04 ,ML UNBURN O04 ,286064.794796902
HT BURN G04 ,ML UNBURN O05 ,286017.356594597
HT BURN G04 ,ML UNBURN S01 ,284326.561998972
HT BURN G04 ,ML UNBURN S02 ,284273.517574911
HT BURN G04 ,QR BURN C01,237558.448293218
HT BURN G04 ,QR BURN C02 ,238219.589869734
HT BURN G04 ,QR BURN G01,237373.220473426
HT BURN G04 ,QR BURN G02 ,237954.244216235
HT BURN G04 ,QR BURN G03 ,239198.954809204
HT BURN G04 ,QR BURN G05,241801.086343765
HT BURN G04 ,QR BURN O01,237595.646625836
HT BURN G04 ,QR BURN O02 ,238255.763801185
HT BURN G04 ,QR BURN O03 ,239243.144732118
HT BURN G04 ,QR BURN O05,241867.920922652
HT BURN O01 ,AN BURN F01 ,107836.342855969
HT BURN O01 ,AN BURN F02 ,107854.467902494
HT BURN O01 ,AN BURN G04 ,109662.006494286
HT BURN O01 ,AN BURN G05 ,109859.289691986
HT BURN O01 ,AN BURN S01 ,109752.388509237
HT BURN O01 ,AN BURN S02 ,109940.003597341
HT BURN O01 ,AN UNBURN F01 ,110327.560436851
HT BURN O01 ,AN UNBURN F02 ,110420.905586387
HT BURN O01 ,AN UNBURN G01 ,109987.912963806
HT BURN O01 ,AN UNBURN G03 ,109985.014597615
HT BURN O01 ,AN UNBURN S01 ,109920.112588794
HT BURN O01 ,AN UNBURN S02 ,110355.866563562
HT BURN O01 ,BC BURN G01 ,38307.2492767649
HT BURN O01 ,BC BURN G02 ,38282.0248499606
HT BURN O01 ,BC BURN G03 ,38139.6597013228
HT BURN O01 ,BC BURN R01 ,37264.0066807873
HT BURN O01 ,BC BURN R02 ,37244.2946745966
HT BURN O01 ,BC BURN S01 ,36843.5012036276
HT BURN O01 ,BC BURN S02 ,37036.8051125031
HT BURN O01 ,BC UNBURN R01,35853.9011650318
HT BURN O01 ,BC UNBURN R02   ,37668.0689277365
HT BURN O01 ,BC UNBURN S01 ,37536.674371937
HT BURN O01 ,BC UNBURN S02 ,37557.30184321
HT BURN O01 ,BO BURN G01 ,110213.242533322
HT BURN O01 ,BO BURN G02 ,110583.836708779
HT BURN O01 ,BO BURN O01 ,111996.702096007
HT BURN O01 ,BO BURN O02 ,111981.15321675
HT BURN O01 ,BO BURN O03 ,112011.329382976
HT BURN O01 ,BO BURN S01 ,111211.943237206
HT BURN O01 ,BO BURN S02 ,111291.334900893
HT BURN O01 ,BO BURN S03 ,111320.580533369
HT BURN O01 ,BO UNBURN G01 ,110196.026859163
HT BURN O01 ,BO UNBURN G02 ,110562.064732944
HT BURN O01 ,BO UNBURN O01 ,111457.016521857
HT BURN O01 ,BO UNBURN O02 ,111899.498661156
HT BURN O01 ,BO UNBURN S01 ,111943.211401438
HT BURN O01 ,BO UNBURN S02 ,111853.563790057
HT BURN O01 ,BO UNBURN S03 ,111819.091591472
HT BURN O01 ,HT BURN C01 ,568.699702052856
HT BURN O01 ,HT BURN C02,376.169332170183
HT BURN O01 ,HT BURN C03 ,688.955584893923
HT BURN O01 ,HT BURN G01 ,193.089654592032
HT BURN O01 ,HT BURN G02 ,196.799871720171
HT BURN O01 ,HT BURN G04 ,475.363845936514
HT BURN O01 ,HT BURN O02 ,251.79053200626
HT BURN O01 ,HT BURN O03 ,188.321011474098
HT BURN O01 ,HT UNBURN C01 ,1204.62752082469
HT BURN O01 ,HT UNBURN C02,1098.79196438083
HT BURN O01 ,HT UNBURN G01 ,1363.40089686616
HT BURN O01 ,HT UNBURN G02 ,1466.5715847613
HT BURN O01 ,HT UNBURN O01 ,1651.35187020073
HT BURN O01 ,HT UNBURN O02,1510.12208685345
HT BURN O01 ,ML BURN G01 ,284903.47242844
HT BURN O01 ,ML BURN G02 ,284870.045078065
HT BURN O01 ,ML BURN O01 ,284824.244967467
HT BURN O01 ,ML BURN O02 ,284622.776646911
HT BURN O01 ,ML BURN O04 ,280696.500962431
HT BURN O01 ,ML BURN S01 ,283941.805159889
HT BURN O01 ,ML BURN S02 ,283865.010504724
HT BURN O01 ,ML UNBURN G04 ,285465.566167099
HT BURN O01 ,ML UNBURN G05 ,285549.352309699
HT BURN O01 ,ML UNBURN O04 ,285600.96439539
HT BURN O01 ,ML UNBURN O05 ,285553.544853455
HT BURN O01 ,ML UNBURN S01 ,283862.703437015
HT BURN O01 ,ML UNBURN S02 ,283809.611975427
HT BURN O01 ,QR BURN C01,237090.251738493
HT BURN O01 ,QR BURN C02 ,237751.499496104
HT BURN O01 ,QR BURN G01,236904.931251662
HT BURN O01 ,QR BURN G02 ,237485.982720576
HT BURN O01 ,QR BURN G03 ,238730.840906455
HT BURN O01 ,QR BURN G05,241332.729126802
HT BURN O01 ,QR BURN O01,237127.451327933
HT BURN O01 ,QR BURN O02 ,237787.668269144
HT BURN O01 ,QR BURN O03 ,238775.031982577
HT BURN O01 ,QR BURN O05,241399.650758608
HT BURN O02 ,AN BURN F01 ,107589.733041029
HT BURN O02 ,AN BURN F02 ,107607.920964236
HT BURN O02 ,AN BURN G04 ,109415.087145162
HT BURN O02 ,AN BURN G05 ,109612.612497661
HT BURN O02 ,AN BURN S01 ,109505.617683299
HT BURN O02 ,AN BURN S02 ,109693.390553157
HT BURN O02 ,AN UNBURN F01 ,110080.802890204
HT BURN O02 ,AN UNBURN F02 ,110174.110152946
HT BURN O02 ,AN UNBURN G01 ,109741.154548471
HT BURN O02 ,AN UNBURN G03 ,109738.29907558
HT BURN O02 ,AN UNBURN S01 ,109673.321919813
HT BURN O02 ,AN UNBURN S02 ,110109.076590628
HT BURN O02 ,BC BURN G01 ,38450.4059763952
HT BURN O02 ,BC BURN G02 ,38425.9405038567
HT BURN O02 ,BC BURN G03 ,38284.4537099162
HT BURN O02 ,BC BURN R01 ,37405.306649665
HT BURN O02 ,BC BURN R02 ,37386.3119573071
HT BURN O02 ,BC BURN S01 ,36983.562325104
HT BURN O02 ,BC BURN S02 ,37177.3272843275
HT BURN O02 ,BC UNBURN R01,35987.21445912
HT BURN O02 ,BC UNBURN R02   ,37809.500026909
HT BURN O02 ,BC UNBURN S01 ,37678.5941035184
HT BURN O02 ,BC UNBURN S02 ,37698.5123233481
HT BURN O02 ,BO BURN G01 ,110027.446550316
HT BURN O02 ,BO BURN G02 ,110398.124079807
HT BURN O02 ,BO BURN O01 ,111812.2777787
HT BURN O02 ,BO BURN O02 ,111796.470505325
HT BURN O02 ,BO BURN O03 ,111826.385418093
HT BURN O02 ,BO BURN S01 ,111026.675767336
HT BURN O02 ,BO BURN S02 ,111106.358081553
HT BURN O02 ,BO BURN S03 ,111135.800319593
HT BURN O02 ,BO UNBURN G01 ,110010.124960787
HT BURN O02 ,BO UNBURN G02 ,110375.960311317
HT BURN O02 ,BO UNBURN O01 ,111270.36659578
HT BURN O02 ,BO UNBURN O02 ,111713.68861732
HT BURN O02 ,BO UNBURN S01 ,111755.319538742
HT BURN O02 ,BO UNBURN S02 ,111665.719981153
HT BURN O02 ,BO UNBURN S03 ,111631.452720804
HT BURN O02 ,HT BURN C01 ,709.906795752552
HT BURN O02 ,HT BURN C02,521.351793209021
HT BURN O02 ,HT BURN C03 ,780.293857066353
HT BURN O02 ,HT BURN G01 ,396.285789198662
HT BURN O02 ,HT BURN G02 ,437.242060029912
HT BURN O02 ,HT BURN G04 ,670.536011596987
HT BURN O02 ,HT BURN O01 ,251.79053200626
HT BURN O02 ,HT BURN O03 ,281.966230442749
HT BURN O02 ,HT UNBURN C01 ,1355.63368664841
HT BURN O02 ,HT UNBURN C02,1239.52058425585
HT BURN O02 ,HT UNBURN G01 ,1542.42105736382
HT BURN O02 ,HT UNBURN G02 ,1654.21883326723
HT BURN O02 ,HT UNBURN O01 ,1738.18987618305
HT BURN O02 ,HT UNBURN O02,1581.53459497438
HT BURN O02 ,ML BURN G01 ,284697.672682252
HT BURN O02 ,ML BURN G02 ,284664.244269635
HT BURN O02 ,ML BURN O01 ,284618.401474331
HT BURN O02 ,ML BURN O02 ,284416.877835427
HT BURN O02 ,ML BURN O04 ,280493.504231748
HT BURN O02 ,ML BURN S01 ,283736.450763976
HT BURN O02 ,ML BURN S02 ,283659.707188127
HT BURN O02 ,ML UNBURN G04 ,285260.179957303
HT BURN O02 ,ML UNBURN G05 ,285343.958860419
HT BURN O02 ,ML UNBURN O04 ,285395.556767673
HT BURN O02 ,ML UNBURN O05 ,285348.111101428
HT BURN O02 ,ML UNBURN S01 ,283657.335353811
HT BURN O02 ,ML UNBURN S02 ,283604.309978555
HT BURN O02 ,QR BURN C01,236891.903604273
HT BURN O02 ,QR BURN C02 ,237552.951648096
HT BURN O02 ,QR BURN G01,236706.758848974
HT BURN O02 ,QR BURN G02 ,237287.757539574
HT BURN O02 ,QR BURN G03 ,238532.337048649
HT BURN O02 ,QR BURN G05,241134.686097425
HT BURN O02 ,QR BURN O01,236929.100816327
HT BURN O02 ,QR BURN O02 ,237589.130075531
HT BURN O02 ,QR BURN O03 ,238576.525957621
HT BURN O02 ,QR BURN O05,241201.441655962
HT BURN O03 ,AN BURN F01 ,107836.017539405
HT BURN O03 ,AN BURN F02 ,107854.374630528
HT BURN O03 ,AN BURN G04 ,109660.515858241
HT BURN O03 ,AN BURN G05 ,109858.711924761
HT BURN O03 ,AN BURN S01 ,109751.460394859
HT BURN O03 ,AN BURN S02 ,109939.664027806
HT BURN O03 ,AN UNBURN F01 ,110326.681604246
HT BURN O03 ,AN UNBURN F02 ,110419.884112347
HT BURN O03 ,AN UNBURN G01 ,109987.031233087
HT BURN O03 ,AN UNBURN G03 ,109984.293621737
HT BURN O03 ,AN UNBURN S01 ,109919.109606924
HT BURN O03 ,AN UNBURN S02 ,110354.865736046
HT BURN O03 ,BC BURN G01 ,38177.3202934995
HT BURN O03 ,BC BURN G02 ,38152.5985745506
HT BURN O03 ,BC BURN G03 ,38010.8186704293
HT BURN O03 ,BC BURN R01 ,37132.856782335
HT BURN O03 ,BC BURN R02 ,37113.6129046601
HT BURN O03 ,BC BURN S01 ,36711.5474116069
HT BURN O03 ,BC BURN S02 ,36905.1497216789
HT BURN O03 ,BC UNBURN R01,35717.707968764
HT BURN O03 ,BC UNBURN R02   ,37537.0058331418
HT BURN O03 ,BC UNBURN S01 ,37405.9297922474
HT BURN O03 ,BC UNBURN S02 ,37426.0947528879
HT BURN O03 ,BO BURN G01 ,110309.294598818
HT BURN O03 ,BO BURN G02 ,110679.9681138
HT BURN O03 ,BO BURN O01 ,112094.05128427
HT BURN O03 ,BO BURN O02 ,112078.259407044
HT BURN O03 ,BO BURN O03 ,112108.189261774
HT BURN O03 ,BO BURN S01 ,111308.49718506
HT BURN O03 ,BO BURN S02 ,111388.163714847
HT BURN O03 ,BO BURN S03 ,111417.594828986
HT BURN O03 ,BO UNBURN G01 ,110291.978040797
HT BURN O03 ,BO UNBURN G02 ,110657.822736922
HT BURN O03 ,BO UNBURN O01 ,111552.25223918
HT BURN O03 ,BO UNBURN O02 ,111995.537430137
HT BURN O03 ,BO UNBURN S01 ,112037.247248263
HT BURN O03 ,BO UNBURN S02 ,111947.646340947
HT BURN O03 ,BO UNBURN S03 ,111913.373080204
HT BURN O03 ,HT BURN C01 ,430.615382018387
HT BURN O03 ,HT BURN C02,239.63260434428
HT BURN O03 ,HT BURN C03 ,521.779050594814
HT BURN O03 ,HT BURN G01 ,152.767117289213
HT BURN O03 ,HT BURN G02 ,236.53187699449
HT BURN O03 ,HT BURN G04 ,394.581638152292
HT BURN O03 ,HT BURN O01 ,188.321011474098
HT BURN O03 ,HT BURN O02 ,281.966230442749
HT BURN O03 ,HT UNBURN C01 ,1077.06744225771
HT BURN O03 ,HT UNBURN C02,963.318553073417
HT BURN O03 ,HT UNBURN G01 ,1260.46604997206
HT BURN O03 ,HT UNBURN G02 ,1372.46121534124
HT BURN O03 ,HT UNBURN O01 ,1487.53621593776
HT BURN O03 ,HT UNBURN O02,1339.85701256719
HT BURN O03 ,ML BURN G01 ,284978.277332747
HT BURN O03 ,ML BURN G02 ,284944.848718479
HT BURN O03 ,ML BURN O01 ,284898.997767609
HT BURN O03 ,ML BURN O02 ,284697.463522279
HT BURN O03 ,ML BURN O04 ,280774.585557533
HT BURN O03 ,ML BURN S01 ,284017.138895037
HT BURN O03 ,ML BURN S02 ,283940.404701997
HT BURN O03 ,ML UNBURN G04 ,285540.862182395
HT BURN O03 ,ML UNBURN G05 ,285624.639746963
HT BURN O03 ,ML UNBURN O04 ,285676.235033606
HT BURN O03 ,ML UNBURN O05 ,285628.784534941
HT BURN O03 ,ML UNBURN S01 ,283938.020966859
HT BURN O03 ,ML UNBURN S02 ,283885.007735856
HT BURN O03 ,QR BURN C01,237173.536609401
HT BURN O03 ,QR BURN C02 ,237834.56674805
HT BURN O03 ,QR BURN G01,236988.407190436
HT BURN O03 ,QR BURN G02 ,237569.401304625
HT BURN O03 ,QR BURN G03 ,238813.956111819
HT BURN O03 ,QR BURN G05,241416.345396298
HT BURN O03 ,QR BURN O01,237210.733610634
HT BURN O03 ,QR BURN O02 ,237870.746051068
HT BURN O03 ,QR BURN O03 ,238858.144824183
HT BURN O03 ,QR BURN O05,241483.086737699
HT UNBURN C01 ,AN BURN F01 ,108673.969153907
HT UNBURN C01 ,AN BURN F02 ,108693.155734485
HT UNBURN C01 ,AN BURN G04 ,110494.234863937
HT UNBURN C01 ,AN BURN G05 ,110695.709380319
HT UNBURN C01 ,AN BURN S01 ,110587.202689159
HT UNBURN C01 ,AN BURN S02 ,110777.5130261
HT UNBURN C01 ,AN UNBURN F01 ,111162.587092964
HT UNBURN C01 ,AN UNBURN F02 ,111255.274586005
HT UNBURN C01 ,AN UNBURN G01 ,110822.934500565
HT UNBURN C01 ,AN UNBURN G03 ,110820.774263376
HT UNBURN C01 ,AN UNBURN S01 ,110754.578677152
HT UNBURN C01 ,AN UNBURN S02 ,111190.332024598
HT UNBURN C01 ,BC BURN G01 ,37103.6230850902
HT UNBURN C01 ,BC BURN G02 ,37078.5903814328
HT UNBURN C01 ,BC BURN G03 ,36936.4684312351
HT UNBURN C01 ,BC BURN R01 ,36059.9811754539
HT UNBURN C01 ,BC BURN R02 ,36040.4101804575
HT UNBURN C01 ,BC BURN S01 ,35639.2667447422
HT UNBURN C01 ,BC BURN S02 ,35832.6432325365
HT UNBURN C01 ,BC UNBURN R01,34649.3035543692
HT UNBURN C01 ,BC UNBURN R02   ,36464.0690354826
HT UNBURN C01 ,BC UNBURN S01 ,36332.7705358705
HT UNBURN C01 ,BC UNBURN S02 ,36353.2604816406
HT UNBURN C01 ,BO BURN G01 ,111375.069586234
HT UNBURN C01 ,BO BURN G02 ,111745.818037862
HT UNBURN C01 ,BO BURN O01 ,113161.031138467
HT UNBURN C01 ,BO BURN O02 ,113145.017654197
HT UNBURN C01 ,BO BURN O03 ,113174.72055776
HT UNBURN C01 ,BO BURN S01 ,112374.7450579
HT UNBURN C01 ,BO BURN S02 ,112454.667579433
HT UNBURN C01 ,BO BURN S03 ,112484.26990685
HT UNBURN C01 ,BO UNBURN G01 ,111357.656502139
HT UNBURN C01 ,BO UNBURN G02 ,111723.314507896
HT UNBURN C01 ,BO UNBURN O01 ,112617.232563528
HT UNBURN C01 ,BO UNBURN O02 ,113061.296360621
HT UNBURN C01 ,BO UNBURN S01 ,113101.018185122
HT UNBURN C01 ,BO UNBURN S02 ,113011.465483061
HT UNBURN C01 ,BO UNBURN S03 ,112977.395904672
HT UNBURN C01 ,HT BURN C01 ,646.454677045799
HT UNBURN C01 ,HT BURN C02,839.3909787599
HT UNBURN C01 ,HT BURN C03 ,608.464233934014
HT UNBURN C01 ,HT BURN G01 ,1011.90276505479
HT UNBURN C01 ,HT BURN G02 ,1042.48631438671
HT UNBURN C01 ,HT BURN G04 ,740.695423927555
HT UNBURN C01 ,HT BURN O01 ,1204.62752082469
HT UNBURN C01 ,HT BURN O02 ,1355.63368664841
HT UNBURN C01 ,HT BURN O03 ,1077.06744225771
HT UNBURN C01 ,HT UNBURN C02,127.05840063831
HT UNBURN C01 ,HT UNBURN G01 ,265.275583970213
HT UNBURN C01 ,HT UNBURN G02 ,395.549088399587
HT UNBURN C01 ,HT UNBURN O01 ,595.869345734649
HT UNBURN C01 ,HT UNBURN O02,564.121836327828
HT UNBURN C01 ,ML BURN G01 ,286015.656928955
HT UNBURN C01 ,ML BURN G02 ,285982.22622781
HT UNBURN C01 ,ML BURN O01 ,285936.290222642
HT UNBURN C01 ,ML BURN O02 ,285734.645687874
HT UNBURN C01 ,ML BURN O04 ,281817.289943569
HT UNBURN C01 ,ML BURN S01 ,285055.39969546
